Landslide ID,Description,Size Category,Trigger,Date of Occurrence,X Co-ordinate,Y Co-ordinate,Debris Type,Material Type,Movement Type,Aspect,Activity,Vegetation Cover,Causal Factors,Damage Description,No. of Slips,Injuries,Deaths,Damage Cost,Environmental Effects,Comments,Area (min),Area (max),Volume (min),Volume (max),Data Source
8229,"Large landslide #D49_63",3,101,null,175.106641511196,-39.3709835214636,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8230,"Large landslide #D49_64",3,101,null,175.103184018193,-39.3735103468587,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8231,"Large landslide #D49_65",3,101,null,175.093493611814,-39.3859605389629,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8232,"Large landslide #D49_66",3,101,null,175.096594194091,-39.389550129724,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8233,"Large landslide #D49_67",3,101,null,175.106027348595,-39.3783600857122,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8234,"Large landslide #D49_68",3,101,null,175.456473496707,-39.2332993890811,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8235,"Large landslide #D49_69",3,101,null,175.123577485969,-39.3740416987817,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8236,"Large landslide #D49_7",3,101,null,175.122403846355,-39.372891068304,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8237,"Large landslide #D49_70",3,101,null,175.186747874854,-39.3390515931534,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8238,"Large landslide #D49_71",3,101,null,175.272003762899,-39.3740667640919,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8239,"Large landslide #D49_72",3,101,null,175.110208011506,-39.5483400424651,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8240,"Large landslide #D49_73",3,101,null,175.125815407612,-39.552390993415,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8241,"Large landslide #D49_74",3,101,null,175.144156687447,-39.5884995877271,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8242,"Large landslide #D49_75",3,101,null,175.19912201351,-39.5264033055943,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8243,"Large landslide #D49_76",3,101,null,175.265593562603,-39.4960213974677,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8244,"Large landslide #D49_8",3,101,null,175.27029303858,-39.5053000891343,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8245,"Large landslide #D49_9",3,101,null,175.279762882967,-39.5131518912632,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8246,"Large landslide #D50_1",3,101,null,175.29309271737,-39.5224060427359,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8247,"Large landslide #D50_10",3,101,null,175.270428916741,-39.5254744349655,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8248,"Large landslide #D50_11",3,101,null,175.298099423716,-39.5543004400577,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8249,"Large landslide #D50_12",3,101,null,175.333463475931,-39.5174454774252,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8250,"Large landslide #D50_13",3,101,null,175.36521514728,-39.5221108734434,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8251,"Large landslide #D50_14",3,101,null,175.425214417216,-39.5480848017307,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8252,"Large landslide #D50_15",3,101,null,175.426555951374,-39.5599645993197,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8253,"Large landslide #D50_16",3,101,null,175.422305409683,-39.5840692336053,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8254,"Large landslide #D50_17",3,101,null,175.3994084619,-39.5820939697405,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8255,"Large landslide #D50_18",3,101,null,175.52661661136,-39.5239322072077,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8256,"Large landslide #D50_19",3,101,null,175.542832325386,-39.5369124239389,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8257,"Large landslide #D50_2",3,101,null,175.503868737682,-39.5742258566562,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8258,"Large landslide #D50_20",3,101,null,175.50841337082,-39.578113708175,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8259,"Large landslide #D50_21",3,101,null,175.523606642277,-39.5770374005815,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8260,"Large landslide #D50_22",3,101,null,175.50765509721,-39.5902981792451,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8261,"Large landslide #D50_23",3,101,null,175.272703124671,-39.6206645197188,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8262,"Large landslide #D50_24",3,101,null,175.288013136532,-39.6242723201493,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8263,"Large landslide #D50_25",3,101,null,175.297556973602,-39.6291120110025,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8264,"Large landslide #D50_3",3,101,null,175.321948804453,-39.658713060573,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8265,"Large landslide #D50_4",3,101,null,175.255340363155,-39.7038875444985,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8266,"Large landslide #D50_5",3,101,null,175.265692580731,-39.7304698537493,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8267,"Large landslide #D50_6",3,101,null,175.264139507595,-39.7193991510165,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8268,"Large landslide #D50_7",3,101,null,175.280115377629,-39.7027185901901,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8269,"Large landslide #D50_8",3,101,null,175.290265259,-39.6994348797969,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8270,"Large landslide #D50_9",3,101,null,175.281118087493,-39.735942559985,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8271,"Lochnagar",3,101,null,175.316116846294,-39.7039086074126,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8273,"Large landslide #E44_1",3,101,null,175.328359940306,-39.7277656802323,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8274,"Large landslide #E44_10",3,101,null,175.358560181549,-39.6402484014956,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8275,"Large landslide #E44_11",3,101,null,175.348111902357,-39.6687095727877,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8276,"Large landslide #E44_12",3,101,null,175.411014465736,-39.6835131958088,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8277,"Large landslide #E44_13",3,101,null,175.426690007064,-39.7100538002557,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8278,"Large landslide #E44_14",3,101,null,175.408725409045,-39.7203911087527,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8279,"Large landslide #E44_15",3,101,null,175.408269714226,-39.7329175820378,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8280,"Large landslide #E44_16",3,101,null,175.47525816527,-39.6906298634286,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8281,"Large landslide #E44_17",3,101,null,175.52491156397,-39.6954204695024,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8282,"Large landslide #E44_18",3,101,null,175.523396456777,-39.7012931362437,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8283,"Large landslide #E44_19",3,101,null,175.539062060653,-39.6935410130019,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8284,"Large landslide #E44_2",3,101,null,175.519531148052,-39.723775096395,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8285,"Large landslide #E44_20",3,101,null,175.107112507157,-39.5882353127265,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8286,"Large landslide #E44_21",3,101,null,175.171193854671,-39.571495685254,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8287,"Large landslide #E44_22",3,101,null,175.118469171997,-39.5416918400725,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8288,"Large landslide #E44_23",3,101,null,175.113450742342,-39.5404974557675,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8289,"Large landslide #E44_24",3,101,null,175.131667838952,-39.5311025296182,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8290,"Large landslide #E44_25",3,101,null,175.119086589872,-39.5349764192458,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8291,"Large landslide #E44_26",3,101,null,175.147030733583,-39.4896159173418,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8292,"Large landslide #E44_3",3,101,null,175.149690947226,-39.4930224230501,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8293,"Large landslide #E44_4",3,101,null,175.183940357076,-39.5016402013466,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8294,"Large landslide #E44_5",3,101,null,175.19474698472,-39.4974902788503,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8295,"Large landslide #E44_6",3,101,null,175.197599567863,-39.502452701473,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8296,"Large landslide #E44_7",3,101,null,175.207066731224,-39.5065363919104,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8297,"Large landslide #E44_8",3,101,null,175.196600428983,-39.5073679976877,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8298,"Large landslide #E44_9",3,101,null,175.190516039441,-39.51116472445,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8300,"Large landslide #E45_1",3,101,null,175.164642923217,-39.5166768788401,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8301,"Large landslide #E45_10",3,101,null,175.155192321428,-39.5213581745717,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8302,"Large landslide #E45_11",3,101,null,175.170911880205,-39.5299458143627,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8303,"Large landslide #E45_12",3,101,null,175.167639492973,-39.5187093750678,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8304,"Large landslide #E45_13",3,101,null,175.171948537971,-39.5171938411218,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8305,"Large landslide #E45_14",3,101,null,175.174021496925,-39.5170729530988,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8306,"Large landslide #E45_15",3,101,null,175.181394504547,-39.5200560359689,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8307,"Large landslide #E45_16",3,101,null,175.203190471853,-39.5377956318941,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8308,"Large landslide #E45_2",3,101,null,175.246047744627,-39.4941081182353,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8309,"Large landslide #E45_3",3,101,null,175.231375201081,-39.5003394105723,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8310,"Large landslide #E45_4",3,101,null,175.264582077091,-39.5174246536804,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8311,"Large landslide #E45_5",3,101,null,175.230861916689,-39.526446503828,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8312,"Large landslide #E45_6",3,101,null,175.221297193136,-39.5298560656394,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8313,"Large landslide #E45_7",3,101,null,175.253937969896,-39.5389736412196,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8314,"Large landslide #E45_8",3,101,null,175.252162341383,-39.5535811492284,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8315,"Large landslide #E45_9",3,101,null,175.228065419888,-39.5493098070035,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8317,"Large landslide #E46_1",3,101,null,175.205696300101,-39.5839555599003,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8318,"Large landslide #E46_10",3,101,null,175.200543535988,-39.5873996760632,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8319,"Large landslide #E46_2",3,101,null,175.210918660827,-39.5896709394235,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8320,"Large landslide #E46_3",3,101,null,175.207838070734,-39.6096194378862,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8321,"Large landslide #E46_4",3,101,null,175.223704265758,-39.6056451126843,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8322,"Large landslide #E46_5",3,101,null,175.234132729686,-39.614231506327,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8323,"Large landslide #E46_6",3,101,null,175.224543433435,-39.6186791563912,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8324,"Large landslide #E46_7",3,101,null,175.178558399175,-39.6408547060154,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8325,"Large landslide #E46_8",3,101,null,175.182838901079,-39.6487600875689,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8326,"Large landslide #E46_9",3,101,null,175.162836936966,-39.6497092317073,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8327,"Large landslide #F36_1",3,101,null,175.156124139214,-39.6528849000997,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8328,"Large landslide #F36_10",3,101,null,175.152640990907,-39.6691702633723,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8329,"Large landslide #F36_11",3,101,null,175.152459665613,-39.6770724905755,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8330,"Large landslide #F36_12",3,101,null,175.111899216476,-39.6880737707973,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8331,"Large landslide #F36_13",3,101,null,175.15504541318,-39.6874624720396,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8332,"Large landslide #F36_14",3,101,null,175.148074526969,-39.7433196366835,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8333,"Large landslide #F36_15",3,101,null,175.182928388824,-39.7351287797626,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8334,"Large landslide #F36_16",3,101,null,175.229430687866,-39.6967973500027,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8335,"Large landslide #F36_17",3,101,null,175.242592867915,-39.7144402061307,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8336,"Large landslide #F36_18",3,101,null,175.259819458392,-39.7098370657059,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8337,"Large landslide #F36_19",3,101,null,175.263018494922,-39.7111312618052,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8338,"Large landslide #F36_2",3,101,null,175.265226904215,-39.7149089365999,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8339,"Large landslide #F36_20",3,101,null,175.269801883787,-39.7074209295703,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8340,"Large landslide #F36_21",3,101,null,175.270171056561,-39.7037987685037,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8341,"Large landslide #F36_22",3,101,null,175.325365919933,-39.7378264727421,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8342,"Large landslide #F36_23",3,101,null,175.342046511008,-39.7381964369193,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8343,"Large landslide #F36_24",3,101,null,175.334998582759,-39.7431908457581,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8344,"Large landslide #F36_25",3,101,null,175.306036201713,-39.7266134369164,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8345,"Large landslide #F36_26",3,101,null,175.304294986771,-39.7175830334097,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8346,"Large landslide #F36_27",3,101,null,175.306696763408,-39.7090893767726,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8347,"Large landslide #F36_28",3,101,null,175.297480974194,-39.6934015849042,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8348,"Large landslide #F36_29",3,101,null,175.291859281704,-39.6816398735966,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8349,"Large landslide #F36_3",3,101,null,175.28305760716,-39.6791386070575,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8350,"Large landslide #F36_30",3,101,null,175.24762634143,-39.7041606672811,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8351,"Large landslide #F36_31",3,101,null,175.292418876107,-39.6521873832586,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8352,"Large landslide #F36_32",3,101,null,175.293001943794,-39.6461317053964,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8353,"Large landslide #F36_33",3,101,null,175.305456294824,-39.6402499556262,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8354,"Large landslide #F36_34",3,101,null,175.298575636819,-39.6233794919801,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8355,"Large landslide #F36_35",3,101,null,175.322658025699,-39.6133357838366,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8356,"Large landslide #F36_36",3,101,null,175.321085581973,-39.6092426576036,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8357,"Large landslide #F36_37",3,101,null,175.292127418125,-39.597441578431,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8358,"Large landslide #F36_38",3,101,null,175.300818133103,-39.5769266821457,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8359,"Large landslide #F36_39",3,101,null,175.272445613102,-39.5741553382005,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8360,"Large landslide #F36_4",3,101,null,175.274300541321,-39.5480708229511,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8361,"Large landslide #F36_40",3,101,null,175.266210028209,-39.5408717921868,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8362,"Large landslide #F36_41",3,101,null,175.278946840026,-39.532443979212,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8363,"Large landslide #F36_42",3,101,null,175.292499126439,-39.5282915827868,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8364,"Large landslide #F36_43",3,101,null,175.284848000802,-39.5239530367056,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8365,"Large landslide #F36_44",3,101,null,175.285192600204,-39.5222549476364,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8366,"Large landslide #F36_45",3,101,null,175.287176830705,-39.5208745609347,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8367,"Large landslide #F36_46",3,101,null,175.284716076841,-39.5172308742099,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8368,"Large landslide #F36_47",3,101,null,175.387364359864,-39.5092763044528,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8369,"Large landslide #F36_48",3,101,null,175.391450269637,-39.5139971549165,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8370,"Large landslide #F36_49",3,101,null,175.36151109889,-39.5253690319703,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8371,"Large landslide #F36_5",3,101,null,175.351630636839,-39.5221333911796,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8372,"Large landslide #F36_50",3,101,null,175.331597812999,-39.5275523548565,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8373,"Large landslide #F36_51",3,101,null,175.317909539993,-39.5276312139254,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8374,"Large landslide #F36_6",3,101,null,175.315267127118,-39.5377300894938,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8375,"Large landslide #F36_7",3,101,null,175.362721579807,-39.5378240321227,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8376,"Large landslide #F36_8",3,101,null,175.451854208219,-39.5248803770388,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8377,"Large landslide #F36_9",3,101,null,175.432287791507,-39.5682412230811,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8378,"Windy Point",3,101,null,175.428203929485,-39.5693145347043,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8379,"Waterfall Creek",3,101,null,175.377510460108,-39.5669628251589,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8380,"Camp Creek",3,101,null,175.365414740182,-39.5957535412503,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8381,"Polnoon Burn",3,101,null,175.355852051054,-39.5993164692026,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8382,"Twin Bridges",3,101,null,175.357794962766,-39.6068287245203,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8383,"Kawarau (K9)",3,101,null,175.410483039755,-39.6005360433451,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8384,"Ripponvale",3,101,null,175.365657421618,-39.6205597161103,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8385,"Coronet Peak",3,101,null,175.360349811636,-39.6326856977278,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8386,"Muddy Creek",3,101,null,175.335907622094,-39.6440082072377,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8387,"Gibbston",3,101,null,175.361019585242,-39.6572466077885,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8388,"Mt Difficulty Upstream",3,101,null,175.362334576636,-39.660203611344,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8389,"Mt Difficulty Dstrm",3,101,null,175.347994464067,-39.6614096232436,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8390,"Mt Gilray",3,101,null,175.359492020002,-39.670879164991,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
